5.5100000e+02	7.5697633e-02	3.6655833e-02	1.7740164e-01	1.6439845e-01	1.3003185e-02
5.5200000e+02	7.5683700e-02	3.6654741e-02	1.7740999e-01	1.6438870e-01	1.3021297e-02
5.5300000e+02	7.5670115e-02	3.6654333e-02	1.7741191e-01	1.6437607e-01	1.3035841e-02
5.5400000e+02	7.5664192e-02	3.6653460e-02	1.7741721e-01	1.6437280e-01	1.3044413e-02
5.5500000e+02	7.5661817e-02	3.6653994e-02	1.7741583e-01	1.6436973e-01	1.3046099e-02
5.5600000e+02	7.5668208e-02	3.6654102e-02	1.7741701e-01	1.6437671e-01	1.3040296e-02
5.5700000e+02	7.5677640e-02	3.6656388e-02	1.7741088e-01	1.6438308e-01	1.3027799e-02
5.5800000e+02	7.5692902e-02	3.6657426e-02	1.7740715e-01	1.6439648e-01	1.3010675e-02
5.5900000e+02	7.5711276e-02	3.6658935e-02	1.7739537e-01	1.6440896e-01	1.2986408e-02
5.6000000e+02	7.5737215e-02	3.6658786e-02	1.7738485e-01	1.6442964e-01	1.2955212e-02
5.6100000e+02	7.5762385e-02	3.6659417e-02	1.7736769e-01	1.6444623e-01	1.2921462e-02
5.6200000e+02	7.5788681e-02	3.6659222e-02	1.7735701e-01	1.6446719e-01	1.2889824e-02
5.6300000e+02	7.5813443e-02	3.6661750e-02	1.7734164e-01	1.6448426e-01	1.2857376e-02
5.6400000e+02	7.5842690e-02	3.6663508e-02	1.7733055e-01	1.6450797e-01	1.2822585e-02
5.6500000e+02	7.5863786e-02	3.6666311e-02	1.7731673e-01	1.6452215e-01	1.2794580e-02
5.6600000e+02	7.5886462e-02	3.6666843e-02	1.7730799e-01	1.6454046e-01	1.2767534e-02
5.6700000e+02	7.5904034e-02	3.6668554e-02	1.7729532e-01	1.6455170e-01	1.2743626e-02
5.6800000e+02	7.5922103e-02	3.6668296e-02	1.7728924e-01	1.6456672e-01	1.2722515e-02
5.6900000e+02	7.5934690e-02	3.6668549e-02	1.7727997e-01	1.6457467e-01	1.2705293e-02
5.7000000e+02	7.5948778e-02	3.6668901e-02	1.7727628e-01	1.6458692e-01	1.2689364e-02
5.7100000e+02	7.5958412e-02	3.6670153e-02	1.7726885e-01	1.6459284e-01	1.2676015e-02
5.7200000e+02	7.5963815e-02	3.6671227e-02	1.7726916e-01	1.6459840e-01	1.2670766e-02
5.7300000e+02	7.5963111e-02	3.6671599e-02	1.7726589e-01	1.6459605e-01	1.2669832e-02
5.7400000e+02	7.5958477e-02	3.6670723e-02	1.7726998e-01	1.6459347e-01	1.2676512e-02
5.7500000e+02	7.5944890e-02	3.6670328e-02	1.7727175e-01	1.6458077e-01	1.2690985e-02
5.7600000e+02	7.5930548e-02	3.6669087e-02	1.7728078e-01	1.6457094e-01	1.2709843e-02
5.7700000e+02	7.5907625e-02	3.6669145e-02	1.7728942e-01	1.6455234e-01	1.2737088e-02
5.7800000e+02	7.5882541e-02	3.6668469e-02	1.7730608e-01	1.6453558e-01	1.2770500e-02
5.7900000e+02	7.5858857e-02	3.6668326e-02	1.7731526e-01	1.6451649e-01	1.2798773e-02
5.8000000e+02	7.5836192e-02	3.6666606e-02	1.7733022e-01	1.6450130e-01	1.2828918e-02
5.8100000e+02	7.5811293e-02	3.6664950e-02	1.7733978e-01	1.6448118e-01	1.2858600e-02
5.8200000e+02	7.5792525e-02	3.6662537e-02	1.7735318e-01	1.6446912e-01	1.2884065e-02
5.8300000e+02	7.5776517e-02	3.6661532e-02	1.7735953e-01	1.6445628e-01	1.2903250e-02
5.8400000e+02	7.5763882e-02	3.6660336e-02	1.7737127e-01	1.6444952e-01	1.2921753e-02
5.8500000e+02	7.5749581e-02	3.6660853e-02	1.7737798e-01	1.6443857e-01	1.2939409e-02
5.8600000e+02	7.5740821e-02	3.6661034e-02	1.7738769e-01	1.6443467e-01	1.2953025e-02
5.8700000e+02	7.5730609e-02	3.6661217e-02	1.7739167e-01	1.6442644e-01	1.2965226e-02
5.8800000e+02	7.5724961e-02	3.6659551e-02	1.7739856e-01	1.6442424e-01	1.2974321e-02
5.8900000e+02	7.5721526e-02	3.6658843e-02	1.7739781e-01	1.6442043e-01	1.2977381e-02
5.9000000e+02	7.5726719e-02	3.6657638e-02	1.7739900e-01	1.6442622e-01	1.2972779e-02
5.9100000e+02	7.5737273e-02	3.6657830e-02	1.7739190e-01	1.6443322e-01	1.2958678e-02
5.9200000e+02	7.5758128e-02	3.6657857e-02	1.7738626e-01	1.6445126e-01	1.2935004e-02
5.9300000e+02	7.5777010e-02	3.6659335e-02	1.7737476e-01	1.6446439e-01	1.2910369e-02
5.9400000e+02	7.5804031e-02	3.6659128e-02	1.7736471e-01	1.6448638e-01	1.2878321e-02
5.9500000e+02	7.5830642e-02	3.6659224e-02	1.7734851e-01	1.6450490e-01	1.2843612e-02
5.9600000e+02	7.5856797e-02	3.6659024e-02	1.7733845e-01	1.6452602e-01	1.2812425e-02
5.9700000e+02	7.5875816e-02	3.6659497e-02	1.7732539e-01	1.6453851e-01	1.2786878e-02
5.9800000e+02	7.5897897e-02	3.6660301e-02	1.7731723e-01	1.6455651e-01	1.2760718e-02
5.9900000e+02	7.5918602e-02	3.6662151e-02	1.7730379e-01	1.6457050e-01	1.2733293e-02
6.0000000e+02	7.5936211e-02	3.6663275e-02	1.7729822e-01	1.6458532e-01	1.2712896e-02
