# Force coefficients
# liftDir     : (0.0000000e+00 0.0000000e+00 1.0000000e+00)
# dragDir     : (1.0000000e+00 0.0000000e+00 0.0000000e+00)
# pitchAxis   : (0.0000000e+00 1.0000000e+00 0.0000000e+00)
# magUInf     : 4.4700000e+01
# lRef        : 2.9250000e-01
# Aref        : 5.3500000e-01
# CofR        : (0.0000000e+00 0.0000000e+00 0.0000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         	Cm	Cd	Cl	Cl(f)	Cl(r)
1.0000000e+00	1.8814680e-02	8.2975319e-02	1.7623597e-02	2.7626479e-02	-1.0002882e-02
2.0000000e+00	2.3889816e-02	9.7584716e-02	4.8807777e-02	4.8293705e-02	5.1407248e-04
3.0000000e+00	2.4865457e-02	9.4002118e-02	6.5327915e-02	5.7529414e-02	7.7985006e-03
4.0000000e+00	2.1407350e-02	6.1445439e-02	5.7887442e-02	5.0351071e-02	7.5363713e-03
5.0000000e+00	1.5435407e-02	1.5914050e-02	3.4708013e-02	3.2789414e-02	1.9185995e-03
6.0000000e+00	1.0415513e-02	-1.1640333e-02	1.5721348e-02	1.8276187e-02	-2.5548392e-03
7.0000000e+00	8.1011022e-03	-4.7370175e-03	1.6367837e-02	1.6285020e-02	8.2816116e-05
8.0000000e+00	8.4010373e-03	2.1992114e-02	3.1918291e-02	2.4360183e-02	7.5581080e-03
9.0000000e+00	1.0899546e-02	5.0418894e-02	5.6583266e-02	3.9191179e-02	1.7392087e-02
1.0000000e+01	1.3985818e-02	5.9746547e-02	7.4894164e-02	5.1432900e-02	2.3461264e-02
1.1000000e+01	1.5762808e-02	4.8641764e-02	7.9246430e-02	5.5386023e-02	2.3860407e-02
1.2000000e+01	1.5448588e-02	2.7791812e-02	7.2250490e-02	5.1573833e-02	2.0676657e-02
1.3000000e+01	1.3609892e-02	1.0857613e-02	5.9492979e-02	4.3356381e-02	1.6136598e-02
1.4000000e+01	1.1839685e-02	6.9032511e-03	4.9959509e-02	3.6819439e-02	1.3140070e-02
1.5000000e+01	1.1449257e-02	1.4334880e-02	4.8014174e-02	3.5456344e-02	1.2557830e-02
1.6000000e+01	1.2570639e-02	2.6807143e-02	5.4359552e-02	3.9750415e-02	1.4609137e-02
1.7000000e+01	1.4262820e-02	3.6205946e-02	6.5104801e-02	4.6815221e-02	1.8289581e-02
1.8000000e+01	1.5485598e-02	3.8409512e-02	7.4527380e-02	5.2749287e-02	2.1778092e-02
1.9000000e+01	1.5860455e-02	3.4156283e-02	7.9291584e-02	5.5506247e-02	2.3785338e-02
2.0000000e+01	1.5783851e-02	2.6826819e-02	7.8071410e-02	5.4819556e-02	2.3251854e-02
2.1000000e+01	1.5850144e-02	2.0994891e-02	7.2872186e-02	5.2286237e-02	2.0585949e-02
2.2000000e+01	1.6344983e-02	1.9237570e-02	6.7622576e-02	5.0156271e-02	1.7466305e-02
2.3000000e+01	1.7128450e-02	2.1396836e-02	6.4980772e-02	4.9618836e-02	1.5361935e-02
2.4000000e+01	1.7702847e-02	2.5678541e-02	6.6134574e-02	5.0770134e-02	1.5364440e-02
2.5000000e+01	1.7471086e-02	3.0325026e-02	7.1722682e-02	5.3332427e-02	1.8390255e-02
2.6000000e+01	1.7336298e-02	3.0988479e-02	7.5486140e-02	5.5079368e-02	2.0406772e-02
2.7000000e+01	1.7125239e-02	2.9300847e-02	7.8428950e-02	5.6339714e-02	2.2089236e-02
2.8000000e+01	1.7221434e-02	2.6497740e-02	7.9301771e-02	5.6872319e-02	2.2429452e-02
2.9000000e+01	1.7652464e-02	2.4364841e-02	7.8054758e-02	5.6679843e-02	2.1374915e-02
3.0000000e+01	1.8250495e-02	2.3685591e-02	7.6078505e-02	5.6289748e-02	1.9788757e-02
3.1000000e+01	1.8809037e-02	2.4338153e-02	7.4377881e-02	5.5997978e-02	1.8379904e-02
3.2000000e+01	1.8971389e-02	2.5776590e-02	7.3930616e-02	5.5936697e-02	1.7993919e-02
3.3000000e+01	1.8391976e-02	2.7471982e-02	7.5555674e-02	5.6169813e-02	1.9385861e-02
3.4000000e+01	1.8088560e-02	2.7756255e-02	7.7332651e-02	5.6754886e-02	2.0577765e-02
3.5000000e+01	1.7846673e-02	2.7253968e-02	7.9452280e-02	5.7572812e-02	2.1879467e-02
3.6000000e+01	1.8106223e-02	2.6120958e-02	8.1306771e-02	5.8759609e-02	2.2547162e-02
3.7000000e+01	1.8428017e-02	2.5449753e-02	8.1085168e-02	5.8970601e-02	2.2114567e-02
3.8000000e+01	1.8983224e-02	2.5093252e-02	7.9936070e-02	5.8951259e-02	2.0984811e-02
3.9000000e+01	1.9530560e-02	2.5148241e-02	7.8591635e-02	5.8826378e-02	1.9765257e-02
4.0000000e+01	1.9751027e-02	2.5523757e-02	7.7973206e-02	5.8737630e-02	1.9235576e-02
4.1000000e+01	1.9584528e-02	2.5975647e-02	7.8367134e-02	5.8768095e-02	1.9599039e-02
4.2000000e+01	1.9146650e-02	2.6299040e-02	7.9532078e-02	5.8912689e-02	2.0619389e-02
4.3000000e+01	1.8692255e-02	2.6362783e-02	8.0963812e-02	5.9174161e-02	2.1789651e-02
4.4000000e+01	1.8500863e-02	2.6167494e-02	8.2095048e-02	5.9548387e-02	2.2546661e-02
4.5000000e+01	1.8690443e-02	2.5835372e-02	8.2636881e-02	6.0008884e-02	2.2627997e-02
4.6000000e+01	1.9473854e-02	2.5404050e-02	8.2494643e-02	6.0721176e-02	2.1773467e-02
4.7000000e+01	1.9858459e-02	2.5315642e-02	8.2111154e-02	6.0914036e-02	2.1197118e-02
4.8000000e+01	2.0097439e-02	2.5393474e-02	8.1661710e-02	6.0928294e-02	2.0733416e-02
4.9000000e+01	2.0071434e-02	2.5563352e-02	8.1536183e-02	6.0839525e-02	2.0696657e-02
